id,channel,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,p_treat,p_ctrl,uplift,rank,recommended
Next_2090,Facebook,0,0.0,0,13,0,0.052,0.0413,0.0107,3018,0
Next_920,Google,3,130.98,2,4,1,0.1516,0.1409,0.0107,3019,0
Next_5107,Instagram,2,63.99,4,9,0,0.0613,0.0506,0.0107,3020,0
Next_2204,Facebook,1,45.99,6,22,0,0.0341,0.0234,0.0107,3021,0
Next_5217,Instagram,2,143.98,4,17,0,0.0794,0.0688,0.0107,3022,0
Next_4655,Instagram,1,73.49,2,9,0,0.0658,0.0552,0.0106,3023,0
Next_5257,Instagram,1,133.98,0,17,0,0.1161,0.1055,0.0106,3024,0
Next_4530,Facebook,0,0.0,6,22,0,0.0266,0.0159,0.0106,3025,0
Next_925,Instagram,0,0.0,7,12,0,0.0253,0.0147,0.0106,3026,0
Next_4857,Instagram,0,0.0,7,12,0,0.0253,0.0147,0.0106,3027,0
Next_3590,Facebook,1,73.49,0,21,0,0.0863,0.0758,0.0106,3028,0
Next_5294,Facebook,3,61.99,5,21,0,0.0639,0.0534,0.0106,3029,0
Next_1449,Instagram,4,139.98,3,24,0,0.1826,0.1721,0.0105,3030,0
Next_88,Instagram,1,68.99,5,10,0,0.042,0.0314,0.0105,3031,0
Next_3208,Facebook,2,59.99,4,20,0,0.0566,0.0461,0.0105,3032,0
Next_4284,Google,4,143.98,4,6,1,0.1507,0.1402,0.0105,3033,0
Next_5667,Facebook,2,68.49,0,23,0,0.1168,0.1063,0.0105,3034,0
Next_2720,Google,1,71.99,0,32,0,0.0799,0.0694,0.0105,3035,0
Next_137,Facebook,1,66.99,3,20,0,0.0518,0.0413,0.0105,3036,0
Next_5037,Google,3,182.97,1,13,1,0.2258,0.2153,0.0105,3037,0
Next_1882,Instagram,2,55.49,6,9,0,0.0444,0.0339,0.0105,3038,0
Next_2604,Instagram,2,63.99,5,9,0,0.0521,0.0417,0.0104,3039,0
Next_4906,Instagram,1,58.99,7,12,0,0.0324,0.022,0.0104,3040,0
Next_1125,Instagram,1,75.99,2,9,0,0.0658,0.0554,0.0104,3041,0
Next_4153,Facebook,1,71.49,2,20,0,0.0608,0.0504,0.0104,3042,0
Next_5152,Facebook,1,50.49,1,18,0,0.0669,0.0565,0.0104,3043,0
Next_2393,Instagram,4,100.98,4,17,0,0.1281,0.1178,0.0104,3044,0
Next_5638,Google,0,0.0,1,25,0,0.0422,0.0319,0.0104,3045,0
Next_3784,Instagram,2,70.49,6,10,0,0.0459,0.0355,0.0103,3046,0
Next_4015,Instagram,0,0.0,6,9,0,0.0269,0.0166,0.0103,3047,0
Next_305,Instagram,0,0.0,6,9,0,0.0269,0.0166,0.0103,3048,0
Next_3860,Instagram,1,127.98,0,16,0,0.1125,0.1022,0.0103,3049,0
Next_3517,Instagram,4,69.99,5,12,0,0.0941,0.0837,0.0103,3050,0
Next_2339,Instagram,2,115.98,0,18,0,0.1509,0.1406,0.0103,3051,0
Next_118,Facebook,1,61.99,5,21,0,0.0387,0.0285,0.0103,3052,0
Next_1700,Instagram,5,61.99,5,14,0,0.127,0.1167,0.0103,3053,0
Next_76,Facebook,0,0.0,1,13,0,0.0442,0.034,0.0102,3054,0
Next_4384,Facebook,0,0.0,1,13,0,0.0442,0.034,0.0102,3055,0
Next_2776,Google,0,0.0,0,24,0,0.048,0.0378,0.0102,3056,0
Next_5735,Facebook,0,0.0,2,14,0,0.0389,0.0286,0.0102,3057,0
Next_4743,Google,1,46.49,2,29,0,0.0527,0.0425,0.0102,3058,0
Next_3940,Instagram,4,59.99,1,17,0,0.1978,0.1876,0.0102,3059,0
Next_2433,Facebook,0,0.0,4,17,0,0.031,0.0208,0.0102,3060,0
Next_4870,Facebook,0,0.0,4,17,0,0.031,0.0208,0.0102,3061,0
Next_1742,Facebook,0,0.0,4,17,0,0.031,0.0208,0.0102,3062,0
Next_2161,Facebook,0,0.0,4,17,0,0.031,0.0208,0.0102,3063,0
Next_2655,Facebook,0,0.0,4,17,0,0.031,0.0208,0.0102,3064,0
Next_2179,Facebook,2,53.99,4,19,0,0.0548,0.0446,0.0102,3065,0
Next_1807,Instagram,0,0.0,2,2,0,0.0407,0.0305,0.0102,3066,0
Next_5550,Instagram,0,0.0,2,2,0,0.0407,0.0305,0.0102,3067,0
Next_5018,Google,1,80.49,4,33,0,0.0435,0.0334,0.0101,3068,0
Next_5,Facebook,2,52.49,2,19,0,0.0754,0.0653,0.0101,3069,0
Next_5576,Facebook,1,51.49,5,20,0,0.0375,0.0273,0.0101,3070,0
Next_3930,Facebook,0,0.0,6,21,0,0.0256,0.0155,0.0101,3071,0
Next_1409,Facebook,2,61.49,5,20,0,0.0482,0.0381,0.0101,3072,0
Next_5140,Instagram,0,0.0,1,1,0,0.0463,0.0362,0.0101,3073,0
Next_2883,Instagram,0,0.0,1,1,0,0.0463,0.0362,0.0101,3074,0
Next_904,Facebook,3,73.49,7,22,0,0.0478,0.0378,0.0101,3075,0
Next_4193,Instagram,0,0.0,3,3,0,0.0358,0.0257,0.01,3076,0
Next_5263,Facebook,0,0.0,3,15,0,0.0341,0.0241,0.01,3077,0
Next_5754,Facebook,0,0.0,0,12,0,0.0503,0.0402,0.01,3078,0
Next_1939,Instagram,4,62.99,4,12,0,0.1097,0.0997,0.01,3079,0
Next_4024,Facebook,3,50.99,7,20,0,0.0448,0.0348,0.01,3080,0
Next_387,Google,0,0.0,3,27,0,0.0326,0.0226,0.01,3081,0
Next_1887,Instagram,1,106.98,6,13,0,0.0393,0.0294,0.0099,3082,0
Next_1905,Instagram,1,72.99,7,12,0,0.0324,0.0224,0.0099,3083,0
Next_2212,Instagram,2,92.98,7,12,0,0.0416,0.0317,0.0099,3084,0
Next_1257,Instagram,0,0.0,5,6,0,0.0285,0.0187,0.0098,3085,0
Next_191,Instagram,0,0.0,5,6,0,0.0285,0.0187,0.0098,3086,0
Next_1237,Instagram,4,139.98,5,20,0,0.1208,0.111,0.0098,3087,0
Next_2420,Instagram,1,82.99,5,10,0,0.0419,0.032,0.0098,3088,0
Next_1668,Facebook,2,54.49,5,19,0,0.0466,0.0367,0.0098,3089,0
Next_5630,Instagram,3,54.99,5,8,0,0.0647,0.0549,0.0098,3090,0
Next_13,Facebook,3,38.99,4,18,0,0.0679,0.0581,0.0098,3091,0
Next_1143,Facebook,1,105.98,7,26,0,0.033,0.0232,0.0098,3092,0
Next_1390,Instagram,0,0.0,6,8,0,0.0259,0.0161,0.0098,3093,0
Next_3025,Instagram,0,0.0,6,8,0,0.0259,0.0161,0.0098,3094,0
Next_3494,Instagram,0,0.0,6,8,0,0.0259,0.0161,0.0098,3095,0
Next_5474,Instagram,3,130.98,4,17,0,0.1011,0.0913,0.0098,3096,0
Next_3996,Facebook,1,59.99,4,19,0,0.0426,0.0328,0.0098,3097,0
Next_4018,Instagram,1,63.99,2,7,0,0.0616,0.0518,0.0098,3098,0
Next_2840,Instagram,4,54.99,2,14,0,0.1573,0.1475,0.0098,3099,0
Next_95,Instagram,1,155.98,5,16,0,0.0511,0.0413,0.0098,3100,0
Next_4322,Instagram,2,56.49,6,8,0,0.0429,0.0331,0.0097,3101,0
Next_4867,Instagram,0,0.0,4,4,0,0.0314,0.0217,0.0097,3102,0
Next_1217,Instagram,0,0.0,4,4,0,0.0314,0.0217,0.0097,3103,0
Next_3986,Google,0,0.0,1,24,0,0.0408,0.0311,0.0097,3104,0
Next_4789,Google,0,0.0,1,24,0,0.0408,0.0311,0.0097,3105,0
Next_3880,Facebook,0,0.0,5,18,0,0.0272,0.0175,0.0097,3106,0
Next_4105,Facebook,0,0.0,5,18,0,0.0272,0.0175,0.0097,3107,0
Next_2073,Facebook,0,0.0,5,18,0,0.0272,0.0175,0.0097,3108,0
Next_3379,Facebook,0,0.0,5,18,0,0.0272,0.0175,0.0097,3109,0
Next_609,Instagram,2,56.99,0,10,0,0.1182,0.1085,0.0097,3110,0
Next_4736,Facebook,1,60.49,2,18,0,0.0569,0.0472,0.0097,3111,0
Next_1351,Facebook,0,0.0,4,16,0,0.03,0.0203,0.0097,3112,0
Next_4444,Instagram,1,137.98,4,14,0,0.0562,0.0465,0.0097,3113,0
Next_1225,Facebook,1,45.49,0,17,0,0.0758,0.0662,0.0097,3114,0
Next_1245,Google,0,0.0,2,25,0,0.0358,0.0262,0.0097,3115,0
Next_1563,Google,0,0.0,2,25,0,0.0358,0.0262,0.0097,3116,0
Next_456,Google,4,140.98,4,5,1,0.1462,0.1365,0.0096,3117,0
Next_2405,Facebook,1,42.99,6,20,0,0.0318,0.0222,0.0096,3118,0
Next_4427,Instagram,2,169.47,7,18,0,0.0507,0.0411,0.0096,3119,0
Next_179,Facebook,4,48.99,4,21,0,0.0955,0.0859,0.0096,3120,0
Next_5121,Facebook,0,0.0,2,13,0,0.0375,0.0279,0.0096,3121,0
Next_5415,Instagram,2,72.99,7,10,0,0.0389,0.0293,0.0096,3122,0
Next_3630,Facebook,1,58.49,3,18,0,0.0484,0.0388,0.0096,3123,0
Next_4814,Facebook,0,0.0,1,12,0,0.0427,0.0331,0.0096,3124,0
Next_5437,Facebook,0,0.0,1,12,0,0.0427,0.0331,0.0096,3125,0
Next_5433,Facebook,0,0.0,1,12,0,0.0427,0.0331,0.0096,3126,0
Next_633,Facebook,0,0.0,1,12,0,0.0427,0.0331,0.0096,3127,0
Next_5155,Facebook,1,60.49,1,18,0,0.0668,0.0572,0.0096,3128,0
Next_4822,Google,0,0.0,0,23,0,0.0464,0.0368,0.0096,3129,0
Next_198,Google,0,0.0,0,23,0,0.0464,0.0368,0.0096,3130,0
Next_205,Instagram,1,65.99,0,8,0,0.0873,0.0778,0.0096,3131,0
Next_445,Instagram,0,0.0,2,1,0,0.0393,0.0298,0.0095,3132,0
Next_1691,Google,2,76.99,1,33,0,0.0899,0.0804,0.0095,3133,0
Next_5675,Facebook,1,48.49,3,17,0,0.0468,0.0373,0.0095,3134,0
Next_357,Facebook,2,49.49,2,18,0,0.0729,0.0634,0.0095,3135,0
Next_4334,Facebook,0,0.0,3,14,0,0.033,0.0235,0.0095,3136,0
Next_5154,Facebook,0,0.0,3,14,0,0.033,0.0235,0.0095,3137,0
Next_2726,Facebook,1,52.99,2,17,0,0.0551,0.0456,0.0095,3138,0
Next_2966,Facebook,0,0.0,7,22,0,0.0225,0.0131,0.0094,3139,0
Next_5141,Facebook,2,61.99,5,19,0,0.0465,0.0371,0.0094,3140,0
Next_3704,Facebook,1,64.49,2,18,0,0.0569,0.0475,0.0094,3141,0
Next_132,Facebook,2,50.99,5,18,0,0.045,0.0357,0.0094,3142,0
Next_1209,Google,1,193.47,2,4,1,0.0947,0.0854,0.0094,3143,0
Next_922,Instagram,1,58.99,7,10,0,0.0302,0.0209,0.0093,3144,0
Next_3998,Instagram,3,125.98,4,16,0,0.0979,0.0886,0.0093,3145,0
Next_5994,Facebook,2,53.49,1,19,0,0.0882,0.0788,0.0093,3146,0
Next_3045,Instagram,1,161.97,1,18,0,0.1027,0.0933,0.0093,3147,0
Next_572,Facebook,0,0.0,0,11,0,0.0486,0.0392,0.0093,3148,0
Next_3862,Facebook,2,60.49,0,21,0,0.1097,0.1004,0.0093,3149,0
Next_908,Instagram,1,69.99,2,7,0,0.0615,0.0522,0.0093,3150,0
Next_3026,Instagram,3,71.99,7,9,0,0.0484,0.0391,0.0092,3151,0
Next_3102,Instagram,2,67.99,0,11,0,0.1219,0.1126,0.0092,3152,0
Next_5836,Facebook,0,0.0,5,17,0,0.0263,0.0171,0.0092,3153,0
Next_1050,Facebook,0,0.0,5,17,0,0.0263,0.0171,0.0092,3154,0
Next_2718,Instagram,0,0.0,4,3,0,0.0303,0.0211,0.0092,3155,0
Next_3178,Instagram,1,118.98,2,12,0,0.0724,0.0632,0.0092,3156,0
Next_881,Instagram,0,0.0,7,9,0,0.0227,0.0136,0.0092,3157,0
Next_5520,Instagram,2,134.98,5,14,0,0.0613,0.0521,0.0092,3158,0
Next_1877,Facebook,1,77.99,7,23,0,0.0298,0.0206,0.0092,3159,0
Next_5493,Facebook,0,0.0,6,19,0,0.0239,0.0147,0.0092,3160,0
Next_5554,Facebook,0,0.0,6,19,0,0.0239,0.0147,0.0092,3161,0
Next_5106,Instagram,1,131.98,5,13,0,0.0462,0.037,0.0092,3162,0
Next_4308,Facebook,0,0.0,4,15,0,0.0289,0.0198,0.0091,3163,0
Next_3863,Facebook,0,0.0,4,15,0,0.0289,0.0198,0.0091,3164,0
Next_4436,Facebook,0,0.0,4,15,0,0.0289,0.0198,0.0091,3165,0
Next_4611,Facebook,0,0.0,4,15,0,0.0289,0.0198,0.0091,3166,0
Next_5556,Instagram,4,64.49,1,17,0,0.1977,0.1886,0.0091,3167,0
Next_1229,Instagram,9,60.49,0,15,1,0.8281,0.819,0.0091,3168,0
Next_3070,Facebook,2,55.49,5,18,0,0.045,0.0359,0.0091,3169,0
Next_2686,Google,0,0.0,1,23,0,0.0394,0.0303,0.0091,3170,0
Next_4918,Facebook,2,43.99,5,17,0,0.0435,0.0344,0.0091,3171,0
Next_3473,Instagram,2,125.98,5,13,0,0.0593,0.0502,0.0091,3172,0
Next_666,Google,0,0.0,2,24,0,0.0346,0.0255,0.0091,3173,0
Next_3773,Facebook,4,69.99,4,23,0,0.1017,0.0926,0.0091,3174,0
Next_1839,Instagram,3,82.99,1,15,0,0.1494,0.1404,0.0091,3175,0
Next_181,Instagram,3,63.99,5,8,0,0.0646,0.0555,0.0091,3176,0
Next_4872,Instagram,1,73.99,5,8,0,0.0391,0.0301,0.009,3177,0
Next_2626,Instagram,2,151.98,0,22,0,0.1697,0.1607,0.009,3178,0
Next_4998,Instagram,6,72.99,4,21,0,0.2241,0.2151,0.009,3179,0
Next_2483,Facebook,2,60.99,7,20,0,0.0347,0.0257,0.009,3180,0
Next_2110,Facebook,1,59.99,6,20,0,0.0317,0.0227,0.009,3181,0
Next_533,Facebook,0,0.0,7,21,0,0.0217,0.0127,0.009,3182,0
Next_2693,Facebook,0,0.0,7,21,0,0.0217,0.0127,0.009,3183,0
Next_5393,Facebook,0,0.0,7,21,0,0.0217,0.0127,0.009,3184,0
Next_2499,Instagram,1,188.97,5,18,0,0.0545,0.0455,0.009,3185,0
Next_5591,Facebook,2,61.99,7,20,0,0.0347,0.0257,0.009,3186,0
Next_2943,Facebook,1,62.99,4,18,0,0.0411,0.0321,0.009,3187,0
Next_1166,Facebook,1,68.99,3,18,0,0.0484,0.0394,0.009,3188,0
Next_4038,Facebook,0,0.0,1,11,0,0.0413,0.0323,0.009,3189,0
Next_2906,Referral,7,173.98,1,5,1,0.7271,0.7181,0.0089,3190,0
Next_210,Facebook,0,0.0,3,13,0,0.0318,0.0229,0.0089,3191,0
Next_283,Facebook,0,0.0,3,13,0,0.0318,0.0229,0.0089,3192,0
Next_2835,Instagram,0,0.0,3,1,0,0.0333,0.0244,0.0089,3193,0
Next_1097,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3194,0
Next_3831,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3195,0
Next_2529,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3196,0
Next_4135,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3197,0
Next_962,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3198,0
Next_4636,Google,0,0.0,0,22,0,0.0448,0.0359,0.0089,3199,0
Next_155,Facebook,1,60.99,2,17,0,0.055,0.0461,0.0089,3200,0
Next_4431,Facebook,2,144.98,6,26,0,0.0498,0.0409,0.0089,3201,0
Next_2573,Facebook,4,64.99,7,20,0,0.0574,0.0486,0.0089,3202,0
Next_5644,Instagram,0,0.0,6,6,0,0.0242,0.0153,0.0088,3203,0
Next_5904,Instagram,0,0.0,6,6,0,0.0242,0.0153,0.0088,3204,0
Next_1543,Instagram,0,0.0,6,6,0,0.0242,0.0153,0.0088,3205,0
Next_39,Instagram,0,0.0,5,4,0,0.0266,0.0178,0.0088,3206,0
Next_880,Instagram,1,66.99,2,6,0,0.0595,0.0507,0.0087,3207,0
Next_1452,Facebook,0,0.0,5,16,0,0.0254,0.0166,0.0087,3208,0
Next_4936,Facebook,0,0.0,5,16,0,0.0254,0.0166,0.0087,3209,0
Next_2767,Google,5,109.98,0,15,1,0.3887,0.38,0.0087,3210,0
Next_3260,Facebook,1,43.99,4,16,0,0.0385,0.0297,0.0087,3211,0
Next_1874,Facebook,0,0.0,6,18,0,0.0231,0.0144,0.0087,3212,0
Next_478,Facebook,0,0.0,6,18,0,0.0231,0.0144,0.0087,3213,0
Next_33,Facebook,0,0.0,6,18,0,0.0231,0.0144,0.0087,3214,0
Next_3532,Instagram,0,0.0,4,2,0,0.0293,0.0206,0.0087,3215,0
Next_5881,Instagram,1,107.98,1,11,0,0.0821,0.0734,0.0087,3216,0
Next_1724,Facebook,2,83.99,1,22,0,0.0969,0.0883,0.0087,3217,0
Next_1762,Instagram,9,124.98,0,27,1,0.8806,0.8719,0.0087,3218,0
Next_1241,Facebook,0,0.0,4,14,0,0.0279,0.0193,0.0087,3219,0
Next_5931,Facebook,0,0.0,4,14,0,0.0279,0.0193,0.0087,3220,0
Next_2144,Instagram,4,67.99,2,15,0,0.1619,0.1533,0.0086,3221,0
Next_535,Facebook,3,56.99,1,22,0,0.123,0.1144,0.0086,3222,0
Next_1756,Facebook,1,63.99,3,17,0,0.0468,0.0381,0.0086,3223,0
Next_5244,Instagram,4,48.49,4,9,0,0.0997,0.0911,0.0086,3224,0
Next_5726,Facebook,1,107.98,1,22,0,0.076,0.0674,0.0086,3225,0
Next_1618,Google,0,0.0,4,26,0,0.0267,0.0181,0.0086,3226,0
Next_4339,Google,0,0.0,4,26,0,0.0267,0.0181,0.0086,3227,0
Next_2252,Other,6,70.49,1,8,0,0.4413,0.4327,0.0086,3228,0
Next_3508,Instagram,1,95.98,7,11,0,0.0312,0.0226,0.0086,3229,0
Next_1253,Facebook,2,70.49,6,19,0,0.0395,0.0309,0.0086,3230,0
Next_5871,Facebook,2,105.98,6,22,0,0.0436,0.035,0.0086,3231,0
Next_2043,Google,1,42.99,6,30,0,0.0283,0.0198,0.0086,3232,0
Next_2457,Facebook,3,57.99,6,18,0,0.0491,0.0406,0.0085,3233,0
Next_5339,Google,0,0.0,2,23,0,0.0334,0.0249,0.0085,3234,0
Next_779,Google,0,0.0,2,23,0,0.0334,0.0249,0.0085,3235,0
Next_460,Google,0,0.0,2,23,0,0.0334,0.0249,0.0085,3236,0
Next_4733,Google,1,37.99,4,27,0,0.0355,0.027,0.0085,3237,0
Next_5338,Google,5,179.97,5,12,1,0.1941,0.1856,0.0085,3238,0
Next_976,Google,0,0.0,1,22,0,0.0381,0.0295,0.0085,3239,0
Next_3297,Google,0,0.0,1,22,0,0.0381,0.0295,0.0085,3240,0
Next_53,Google,0,0.0,1,22,0,0.0381,0.0295,0.0085,3241,0
Next_346,Instagram,1,125.97,7,13,0,0.0333,0.0248,0.0085,3242,0
Next_4639,Facebook,1,60.99,6,19,0,0.0306,0.0222,0.0085,3243,0
Next_1845,Instagram,5,41.99,5,10,0,0.112,0.1035,0.0085,3244,0
Next_5113,Instagram,2,95.98,0,14,0,0.1335,0.1251,0.0084,3245,0
Next_92,Instagram,2,139.98,3,15,0,0.0869,0.0786,0.0084,3246,0
Next_5822,Facebook,0,0.0,1,10,0,0.0398,0.0315,0.0084,3247,0
Next_309,Instagram,3,56.99,4,7,0,0.0733,0.0649,0.0084,3248,0
Next_5011,Instagram,1,214.47,3,21,0,0.0826,0.0742,0.0084,3249,0
Next_2418,Facebook,1,49.99,6,18,0,0.0296,0.0213,0.0084,3250,0
Next_615,Facebook,2,46.99,5,16,0,0.042,0.0337,0.0083,3251,0
Next_3598,Facebook,1,58.99,2,16,0,0.0532,0.0448,0.0083,3252,0
Next_121,Google,1,236.97,3,7,1,0.0891,0.0808,0.0083,3253,0
Next_1913,Facebook,4,51.99,5,19,0,0.0765,0.0681,0.0083,3254,0
Next_2931,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3255,0
Next_5328,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3256,0
Next_800,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3257,0
Next_1252,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3258,0
Next_1661,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3259,0
Next_590,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3260,0
Next_5146,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3261,0
Next_1591,Google,0,0.0,0,21,0,0.0433,0.035,0.0083,3262,0
Next_2912,Facebook,0,0.0,6,17,0,0.0223,0.014,0.0083,3263,0
Next_4072,Facebook,0,0.0,6,17,0,0.0223,0.014,0.0083,3264,0
Next_3589,Google,3,150.98,2,5,1,0.156,0.1478,0.0082,3265,0
Next_4108,Facebook,4,68.99,6,20,0,0.0673,0.0591,0.0082,3266,0
Next_3725,Instagram,0,0.0,4,1,0,0.0283,0.02,0.0082,3267,0
Next_2582,Instagram,1,53.99,6,6,0,0.031,0.0228,0.0082,3268,0
Next_2119,Instagram,2,58.99,0,9,0,0.1144,0.1062,0.0082,3269,0
Next_4445,Instagram,3,57.99,0,13,0,0.1628,0.1546,0.0082,3270,0
Next_192,Google,2,42.49,5,27,0,0.0388,0.0306,0.0082,3271,0
Next_1127,Instagram,3,153.98,6,16,0,0.0714,0.0632,0.0081,3272,0
Next_1655,Facebook,1,64.49,7,20,0,0.0269,0.0187,0.0081,3273,0
Next_1362,Instagram,2,190.47,6,18,0,0.0594,0.0513,0.0081,3274,0
Next_1162,Google,0,0.0,4,25,0,0.0257,0.0176,0.0081,3275,0
Next_4538,Google,0,0.0,4,25,0,0.0257,0.0176,0.0081,3276,0
Next_1980,Google,0,0.0,4,25,0,0.0257,0.0176,0.0081,3277,0
Next_1510,Google,2,54.99,5,28,0,0.0401,0.032,0.0081,3278,0
Next_549,Facebook,1,59.49,5,17,0,0.0337,0.0256,0.0081,3279,0
Next_798,Referral,1,170.97,7,4,0,0.0385,0.0304,0.0081,3280,0
Next_3791,Facebook,1,58.99,1,16,0,0.0624,0.0544,0.0081,3281,0
Next_3511,Google,2,167.97,2,3,1,0.1164,0.1084,0.0081,3282,0
Next_5103,Facebook,1,57.99,4,16,0,0.0384,0.0303,0.0081,3283,0
Next_1694,Facebook,6,65.99,7,24,0,0.1065,0.0985,0.0081,3284,0
Next_889,Facebook,2,53.49,0,19,0,0.1029,0.0949,0.008,3285,0
Next_1015,Facebook,1,52.49,7,19,0,0.026,0.018,0.008,3286,0
Next_3891,Google,0,0.0,2,22,0,0.0323,0.0243,0.008,3287,0
Next_3507,Google,0,0.0,2,22,0,0.0323,0.0243,0.008,3288,0
Next_3969,Google,0,0.0,2,22,0,0.0323,0.0243,0.008,3289,0
Next_4097,Google,0,0.0,2,22,0,0.0323,0.0243,0.008,3290,0
Next_2965,Facebook,2,72.99,1,20,0,0.0909,0.0829,0.008,3291,0
Next_5315,Instagram,4,60.99,4,10,0,0.1029,0.0949,0.008,3292,0
Next_5201,Facebook,0,0.0,0,9,0,0.0453,0.0373,0.008,3293,0
Next_4398,Facebook,0,0.0,0,9,0,0.0453,0.0373,0.008,3294,0
Next_610,Facebook,0,0.0,0,9,0,0.0453,0.0373,0.008,3295,0
Next_5999,Facebook,1,113.98,6,22,0,0.0338,0.0258,0.008,3296,0
Next_5281,Instagram,3,51.49,0,12,0,0.158,0.15,0.008,3297,0
Next_3605,Facebook,1,61.99,5,17,0,0.0337,0.0257,0.008,3298,0
Next_5652,Instagram,6,47.99,2,22,0,0.2971,0.2891,0.008,3299,0
Next_4450,Instagram,2,111.98,1,14,0,0.1148,0.1068,0.008,3300,0
Next_3742,Instagram,1,105.98,1,10,0,0.0794,0.0714,0.008,3301,0
Next_812,Instagram,2,56.49,1,7,0,0.0921,0.0841,0.008,3302,0
Next_3117,Facebook,1,63.99,2,16,0,0.0531,0.0452,0.008,3303,0
Next_2610,Instagram,6,57.49,7,12,0,0.1113,0.1033,0.008,3304,0
Next_5480,Instagram,0,0.0,6,4,0,0.0225,0.0146,0.008,3305,0
Next_1068,Google,0,0.0,1,21,0,0.0368,0.0288,0.008,3306,0
Next_4792,Facebook,0,0.0,2,10,0,0.0338,0.0259,0.0079,3307,0
Next_4654,Facebook,0,0.0,2,10,0,0.0338,0.0259,0.0079,3308,0
Next_4093,Facebook,0,0.0,2,10,0,0.0338,0.0259,0.0079,3309,0
Next_2727,Google,2,46.99,0,29,0,0.0924,0.0845,0.0079,3310,0
Next_1230,Instagram,0,0.0,7,6,0,0.0205,0.0126,0.0079,3311,0
Next_2064,Facebook,4,44.99,6,17,0,0.061,0.0531,0.0079,3312,0
Next_2379,Instagram,3,77.99,5,8,0,0.0645,0.0566,0.0079,3313,0
Next_3265,Facebook,2,61.49,6,17,0,0.0369,0.029,0.0079,3314,0
Next_1027,Facebook,0,0.0,6,16,0,0.0215,0.0136,0.0079,3315,0
Next_2038,Facebook,0,0.0,6,16,0,0.0215,0.0136,0.0079,3316,0
Next_1473,Facebook,0,0.0,6,16,0,0.0215,0.0136,0.0079,3317,0
Next_3361,Facebook,0,0.0,5,14,0,0.0237,0.0158,0.0079,3318,0
Next_3365,Facebook,0,0.0,5,14,0,0.0237,0.0158,0.0079,3319,0
Next_1780,Facebook,1,55.99,2,15,0,0.0514,0.0436,0.0078,3320,0
Next_4162,Instagram,1,141.98,2,13,0,0.0747,0.0668,0.0078,3321,0
Next_307,Instagram,1,63.99,1,5,0,0.0675,0.0597,0.0078,3322,0
Next_3490,Instagram,1,63.99,5,5,0,0.0353,0.0275,0.0078,3323,0
Next_5859,Instagram,1,92.98,4,7,0,0.0444,0.0366,0.0078,3324,0
Next_3113,Google,0,0.0,5,26,0,0.0226,0.0148,0.0078,3325,0
Next_2721,Facebook,0,0.0,7,18,0,0.0195,0.0118,0.0078,3326,0
Next_144,Facebook,2,66.99,1,19,0,0.088,0.0803,0.0077,3327,0
Next_5458,Facebook,1,55.99,0,16,0,0.0732,0.0655,0.0077,3328,0
Next_1693,Facebook,3,54.99,1,21,0,0.1192,0.1114,0.0077,3329,0
Next_4674,Facebook,0,0.0,4,12,0,0.026,0.0183,0.0077,3330,0
Next_1516,Google,5,111.98,5,2,1,0.1447,0.137,0.0077,3331,0
Next_3366,Google,0,0.0,4,24,0,0.0249,0.0172,0.0077,3332,0
Next_652,Google,0,0.0,4,24,0,0.0249,0.0172,0.0077,3333,0
Next_3657,Facebook,1,141.98,4,23,0,0.0484,0.0407,0.0077,3334,0
Next_3987,Facebook,3,77.49,0,26,0,0.1609,0.1532,0.0077,3335,0
Next_3587,Google,0,0.0,0,20,0,0.0418,0.0341,0.0077,3336,0
Next_4714,Google,1,59.49,5,28,0,0.0311,0.0234,0.0077,3337,0
Next_1107,Facebook,1,56.99,0,16,0,0.0732,0.0656,0.0077,3338,0
Next_293,Facebook,1,71.49,6,18,0,0.0296,0.0219,0.0076,3339,0
Next_1487,Facebook,2,66.99,6,17,0,0.0368,0.0292,0.0076,3340,0
Next_4709,Facebook,5,56.99,5,22,0,0.1072,0.0996,0.0076,3341,0
Next_2901,Instagram,5,65.99,2,19,0,0.2252,0.2176,0.0076,3342,0
Next_355,Instagram,3,141.98,3,18,0,0.1214,0.1138,0.0076,3343,0
Next_298,Google,2,50.49,2,27,0,0.063,0.0554,0.0076,3344,0
Next_4455,Instagram,1,108.98,6,9,0,0.0342,0.0266,0.0076,3345,0
Next_1658,Google,1,53.99,3,26,0,0.0403,0.0327,0.0076,3346,0
Next_3133,Facebook,1,56.49,4,15,0,0.0371,0.0295,0.0076,3347,0
